Item ID,Item Type,Home Location,Current Location,Name,Replacement Cost
ETL0501,Wallpaper Steamer,Leith,Leith,Wallpaper perforator,6
ETL0502,Linoleum Knives,Leith,Leith,Stanley knife,4
ETL0503,Tools,Leith,Leith,Blow Torch,30
ETL0504,Linoleum Knives,Portobello,Portobello,Stanley knife,4
ETL0505,Hand Axe,Leith,Leith,Small Axe,30
ETL0506,Hand Axe,Leith,Leith,Small Axe,30
ETL0507,Hoes,Leith,Leith,Dutch hoe,5
ETL0508,Grass Shear,Leith,Leith,Garden Shears,10
ETL0509,Hammers & Mallets,Leith,Leith,Club hammer,
ETL0510,Hand Axe,Leith,Leith,Small Axe,30
ETL0511,Tenon Saws,Leith,Leith,Tenon Saw,2
ETL0512,Drills,Leith,Leith,Hand Drill,15
ETL0513,Hack saw,Leith,Leith,Small hack saw,7
ETL0514,Claw Hammers,Leith,Leith,Tack Hammer,5
ETL0515,Step Ladders,Leith,Leith,STEP LADDER,25
ETL0516,Marking,Leith,Leith,Marking guage,10
ETL0517,Marking,Leith,Leith,Marking guage,10
ETL0518,Planes,Leith,Leith,Wooden Hand Plane,10
ETL0519,Planes,Leith,Leith,Wooden Hand Plane,10
ETL0520,Planes,Leith,Leith,Wooden Hand Plane,10
ETL0521,Planes,Leith,Leith,Wooden Hand Plane,10
ETL0522,Crowbar,Leith,Leith,Pry bar,5
ETL0523,Angle Grinders,Leith,Leith,Agojama Angle Grinder,
ETL0524,Paint Sprayer,Leith,Leith,Paint Sprayer,
ETL0525,Bow Saws,Leith,Leith,"12"" Bow Saw",
ETL0526,Extension Ladder,Leith,Leith,Extension Ladder,
ETL0527,Extension Ladder,Leith,Leith,Extension Ladder,
ETL0528,Hot Glue Gun,Leith,Leith,Mini Glue Gun,
ETL0529,Sledgehammers,Leith,Leith,,
ETL0530,Spade Shovel,Leith,Leith,Garden spade,5
ETL0531,Jack Stands,Leith,Leith,1.5 tonne Axle stands,30
ETL0532,Automotive Jacks,Leith,Leith,Car jack,30
ETL0533,Rubber Mallets,Leith,Leith,Screwdriver 6-way,
ETL0534,Hand Pruner,Portobello,Portobello,Garden Secateurs,
ETL0536,Tape Measures,Leith,Leith,Tape measure,2
ETL0538,Lineman Plier,Portobello,Portobello,Slip-joint Pliers,4
ETL0539,Hack saw,Portobello,Portobello,Coping saw,7
ETL0540,"Scythes, Sickles & Machetes",Leith,Portobello,Scythe,20
ETL0541,Grass Shear,Leith,Leith,Long handled shears,6
ETL0542,Tenon Saws,Leith,Leith,Tenon Saw,2
ETL0543,Miter Saws,Leith,Leith,Hand Mitre Saw,80
ETL0544,Claw Hammers,Leith,Leith,Claw Hammer,5
ETL0545,Crescent Wrench,Leith,Leith,Combination Spanner Wrench,
ETL0546,Sharp Bristle Brushes,Leith,Leith,Wire brush,
ETL0547,Wood Chisel,Leith,Leith,Wood chisel,2
ETL0548,Wood Chisel,Leith,Leith,Wood chisel (Fine),2
ETL0549,Open End Wrench,Leith,Leith,Combination Spanner/Wrench set,20
ETL0550,Hack saw,Leith,Leith,Junior Hacksaw,7
ETL0551,"Bits, Drivers and Accessories",Leith,Leith,Drill Bit set,10
ETL0552,Sledgehammers,Portobello,Leith,Sledgehammer,
ETL0553,Sledgehammers,Leith,Leith,Sledgehammer,
ETL0554,Sledgehammers,Leith,Leith,Sledgehammer,
ETL0555,Digging Fork,Leith,Leith,Small Hand-held Garden Fork,5
ETL0556,Brick Trowel,Leith,Leith,Small Garden Trowel,5
ETL0557,Crescent Wrench,Leith,Leith,25mm/38mm Spanner,
ETL0558,Crescent Wrench,Leith,Leith,18mm/24mm Spanner,
ETL0559,Crescent Wrench,Leith,Leith,16mm/20mm Spanner,
ETL0560,Crescent Wrench,Leith,Leith,18mm/22mm Spanner,
ETL0561,Crescent Wrench,Leith,Leith,13mm/26mm Spanner,
ETL0562,Crescent Wrench,Leith,Leith,15mm/17mm Spanner,5
ETL0563,Crescent Wrench,Leith,Leith,9mm/12mm Spanner,5
ETL0564,Crescent Wrench,Leith,Leith,12/14mm Spanner,5
ETL0565,Crescent Wrench,Leith,Leith,10/11mm Spanner,5
ETL0566,Crescent Wrench,Leith,Leith,8/9mm Spanner,5
ETL0567,Crescent Wrench,Leith,Leith,15/17mm Spanner,5
ETL0568,Crescent Wrench,Leith,Leith,17/20mm Spanner,5
ETL0569,Crescent Wrench,Leith,Leith,Miniature Spanner Set,10
ETL0570,Needle Nose Pliers,Leith,Leith,Needle nosed pliers,5
ETL0571,Files,Leith,Leith,Needle File Set,10
ETL0572,Drills,Leith,Leith,Hand drill,15
ETL0573,Ball Peen Hammers,Leith,Leith,Ball peen hammer,4
ETL0574,Ball Peen Hammers,Leith,Leith,Cross peen hammer,4
ETL0575,Planes,Portobello,Portobello,Small Hand Plane,5
ETL0576,Crescent Wrench,Leith,Leith,Miniature Spanner Set,10
ETL0577,Levels,Leith,Leith,24cm Spirit Level,10
ETL0578,Lineman Plier,Leith,Leith,Slip-joint Pliers,4
ETL0579,Awl,Leith,Leith,Bradawl,10
ETL0580,Crescent Wrench,Leith,Leith,16cm Spanner,
ETL0581,Crescent Wrench,Leith,Leith,13.5cm Spanner,
ETL0582,Awl,Leith,Leith,Bradawl,10
ETL0583,Lineman Plier,Leith,Leith,Pliers,4
ETL0584,Jig Saws,Portobello,Portobello,Jigsaw,35
ETL0586,Belt Sanders,Leith,Leith,Belt Sander,40
ETL0587,Cordless Drills,Portobello,Portobello,Cordless Drill,
ETL0588,Wallpaper Steamer,Leith,Leith,Super Steamer Wallpaper Stripper,40
ETL0589,Claw Hammers,Portobello,Portobello,Claw Hammer,5
ETL0590,Claw Hammers,Portobello,Portobello,Claw Hammer,5
ETL0591,Circular Saws,Portobello,Portobello,Corded circular saw,60
ETL0593,Utility Wagon,Leith,Leith,Sack trolley,50
ETL0594,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,
ETL0595,Wallpaper Steamer,Portobello,Portobello,Wallpaper Steamer,
ETL0596,Soldering & Heat Guns,Leith,Leith,Heat gun,25
ETL0597,Finishing Power Sanders,Leith,Leith,Detail Sander,57
ETL0598,Cordless Circular Saw,Leith,Leith,Cordless circular saw,60
ETL0600,Hammer Drills,Leith,Leith,Black & Decker corded hammer drill,80
ETL0601,Power Planer,Leith,Leith,Black & Decker Plus Electric Plane,45
ETL0602,"Scythes, Sickles & Machetes",Leith,Leith,Hawkbill Machete,20
ETL0603,Screwdriver Sets,Leith,Leith,Ratchet screwdriver set,10
ETL0604,Electric Chippers,Leith,Leith,Flymo Gardenvac 2200w Turbo,60
ETL0605,Crescent Wrench,Leith,Leith,15cm Adjustable Spanner,
ETL0606,String Trimmer,Leith,Leith,Flymo Power Trim 500 XT Strimmer,40
ETL0607,Routers,Leith,Leith,Performance Power Electic Router,80
ETL0608,Metal Garden Rake,Leith,Leith,Roller Moss Remover / Scarifying rake,8
ETL0609,Scrapers,Leith,Leith,Tile adhesive comb,3
ETL0610,Scrapers,Leith,Leith,Wallpaper Spreader,3
ETL0611,Manual Hedge Trimmer,Leith,Leith,Stihl Petrol Hedge Trimmer,200
ETL0612,Pruning Saw,Leith,Leith,Bush saw,10
ETL0613,Scrapers,Leith,Leith,Wall/Floor Scraper,
ETL0614,Scrapers,Leith,Leith,Wall/Floor Scraper,
ETL0615,Ball Peen Hammers,Leith,Leith,Ball peen hammer,4
ETL0616,Claw Hammers,Leith,Leith,Claw Hammer,5
ETL0617,Levels,Leith,Leith,Axus Precision Wallpaper Trimming Edge,
ETL0618,Levels,Leith,Leith,Beeline Wallpaper Trimming Edge,
ETL0619,Sharp Bristle Brushes,Leith,Leith,Paperhanging Brush,
ETL0620,Caulk Guns,Leith,Leith,Silicon Sealant / Caulking Gun,
ETL0621,Notched Trowel,Leith,Leith,Plastic Plastering Trowel,
ETL0622,Notched Trowel,Leith,Leith,Tiling trowel,
ETL0623,Power Drills,Leith,Leith,Grout Out Electric Grout Remover,30
ETL0624,Scrapers,Leith,Leith,Paint scraper,
ETL0625,Tape Measures,Leith,,Tape measure,2
ETL0626,Tape Measures,Leith,Leith,Tape measure,2
ETL0627,Tape Measures,Leith,Leith,Tape measure,2
ETL0628,Tape Measures,Leith,Leith,Tape measure,2
ETL0630,Shears,Portobello,Portobello,Long handled shears,12
ETL0631,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,30
ETL0632,Hand Tile Cutter,Leith,Leith,Quarry and Floor Tile Cutter,10
ETL0633,Hammer Drills,Leith,Leith,Dewalt corded SDS hammer drill,80
ETL0634,Automotive Trickle Chargers,Leith,Leith,6 amp Battery Charger,
ETL0635,Grout Trowel,Leith,Leith,Grout Rake,
ETL0636,Scrapers,Leith,Leith,Paint scraper,
ETL0637,Scrapers,Leith,Leith,Narrow Paint Scraper,
ETL0638,Grout Trowel,Leith,Leith,Grout Rake,
ETL0639,Sharp Bristle Brushes,Leith,Leith,Wire brush,
ETL0640,Sharp Bristle Brushes,Leith,Leith,Paperhanging Brush,
ETL0641,Scrapers,Leith,Leith,Wall/Floor Scraper,
ETL0642,Squares,Leith,Leith,square,5
ETL0643,Hand Tools,Leith,Leith,Vintage Dunlop Foot Pump,
ETL0644,Hand Tile Cutter,Leith,Leith,Tile cutter,10
ETL0645,Hand Tile Cutter,Leith,Leith,Tile cutter,10
ETL0646,Grass Shear,Leith,Leith,Garden shears,10
ETL0647,Grass Shear,Leith,Leith,Garden shears,10
ETL0648,"Bits, Drivers and Accessories",Leith,Leith,Drill Bit set,10
ETL0649,Grass Shear,Leith,Leith,Long handled shears,6
ETL0650,Rulers,Leith,Leith,Steel ruler,
ETL0651,Rulers,Leith,Leith,Steel ruler,
ETL0652,Claw Hammers,Portobello,Portobello,Tack Hammer,5
ETL0653,Brick Hammers,Leith,Leith,Brick or Stonemason's Hammer,
ETL0654,Wood Chisel,Leith,Leith,Wood chisel,20
ETL0655,Files,Portobello,Portobello,File,
ETL0656,Squares,Leith,Leith,Large Wooden Protractor,
ETL0657,Wood Chisel,Leith,Leith,Wood chisel,20
ETL0658,Wood Chisel,Leith,Leith,Wood chisel,20
ETL0659,Claw Hammers,Leith,Leith,Claw / cross-pein hammer,5
ETL0660,Squares,Leith,Leith,Tri square,5
ETL0661,Crescent Wrench,Leith,Leith,22 / 19mm Spanner,2
ETL0662,Planes,Leith,Leith,Hand plane,5
ETL0663,Crescent Wrench,Leith,Leith,14 / 12mm Spanner,2
ETL0664,Crescent Wrench,Leith,Leith,8 / 10mm Spanner,2
ETL0666,Crescent Wrench,Leith,Leith,Set of Spanner / Ratchets,2
ETL0667,"Bits, Drivers and Accessories",Portobello,Portobello,Screwdriver Drill Bit set,5
ETL0668,Cordless Circular Saw,Leith,Leith,Cordless circular saw,60
ETL0670,Angle Grinders,Leith,Leith,DeWalt Angle Grinder,54
ETL0672,Belt Sanders,Portobello,Portobello,Palm Belt Sander,40
ETL0673,Power Planer,Leith,Leith,Electric Planer,45
ETL0674,Slip Joint Pliers,Leith,Leith,slip joint pliers,6
ETL0675,Wallpaper Steamer,Leith,Leith,Performance Power Steamer,40
ETL0676,Hand Tool Sets,Portobello,Portobello,Woodworking Kit,30
ETL0677,Open End Wrench,Leith,Leith,Combination Spanner/Wrench set,20
ETL0678,Hand Axe,Leith,Leith,Small Axe,30
ETL0679,Hand Axe,Leith,Leith,Small Axe,30
ETL0680,Hand Axe,Leith,Leith,Small Axe,30
ETL0681,Claw Hammers,Leith,Leith,Claw Hammer,5
ETL0682,Lawn Care (other),Leith,Leith,Lawn aerator,5
ETL0683,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0684,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0685,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0686,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0687,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0688,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0689,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0690,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0691,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0692,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0693,Screwdrivers,Leith,Leith,Screwdriver,1
ETL0694,Hoes,Leith,Leith,Turf Cutter,5
ETL0695,Crowbar,Leith,Leith,Large Crowbar,5
ETL0696,Crowbar,Leith,Leith,Crowbar,5
ETL0697,Chisels & Gouges,Leith,Leith,half moon gouge,
ETL0698,Chisels & Gouges,Leith,Leith,half moon gouge,
ETL0699,Wet Tile Saws,Leith,Leith,Vitrex Portable Diamond Blade Wet Saw 100mm,
ETL0700,Chisels & Gouges,Leith,Leith,half moon gouge,
ETL0701,Staple Gun,Portobello,Portobello,Staple gun,12
ETL0702,Bar Clamps,Leith,Leith,Adjustable vice clamp,10
ETL0703,"Bits, Drivers and Accessories",Leith,Leith,34 Piece Drill Bit set,47
ETL0704,"Bits, Drivers and Accessories",Leith,Portobello,15 Piece Drill Bit Masonry set,47
ETL0705,"Bits, Drivers and Accessories",Leith,Leith,5 Piece SDS Hammer Drill Bit set,47
ETL0706,Jig Saws,Leith,Leith,MacAllister Jigsaw,40
ETL0707,Float,Portobello,Portobello,Float Trowel,
ETL0708,Claw Hammers,Portobello,Portobello,Claw Hammer,5
ETL0709,Claw Hammers,Portobello,Leith,Claw Hammer,5
ETL0710,Tape Measures,Portobello,Portobello,Tape measure,2
ETL0711,Cordless Drills,Leith,Leith,Parkside cordless drill,50
ETL0712,"Pliers, Cutters, and Snips",Portobello,Portobello,Wire snips,4
ETL0713,Needle Nose Pliers,Portobello,Portobello,Needle nosed pliers,5
ETL0714,Lineman Plier,Portobello,Portobello,Pliers,4
ETL0715,Slip Joint Pliers,Portobello,Portobello,slip joint pliers,6
ETL0716,Linoleum Knives,Portobello,Portobello,Utility knife,4
ETL0717,Scrapers,Portobello,Portobello,Paint scraper 100mm,
ETL0718,Screwdrivers,Portobello,Portobello,Phillips head Screwdriver,1
ETL0719,Screwdrivers,Portobello,Portobello,Flat head Screwdriver,1
ETL0720,Screwdrivers,Portobello,Portobello,Flat head Screwdriver,1
ETL0721,Screwdrivers,Portobello,Portobello,Flat head Screwdriver,1
ETL0723,Extension Cords,Leith,Leith,Extension cable on reel,10
ETL0724,Extension Cords,Leith,Leith,Extension cable,
ETL0827,Random Orbit Sander,Leith,Leith,Axminster 430w Random Orbit Sander,40
ETL0833,Scrapers,Portobello,Portobello,Shavehook Paint Scraper,2
ETL0834,Files,Portobello,Leith,Wood file,2
ETL0836,Lineman Plier,Portobello,Portobello,Pliers,2
ETL0838,Screwdriver Sets,Portobello,Portobello,Flathead ratchet screwdriver,2
ETL0840,Screwdriver Sets,Leith,Leith,Bradawl,2
ETL0842,Rubber Mallets,Leith,Leith,Nylon tipped mallet,5
ETL0844,Crescent Wrench,Leith,Leith,Spark Plug Wrench 20mm,3
ETL0846,Circular Saws,Leith,Leith,Corded circular saw,60
ETL0847,Finishing Power Sanders,Leith,Leith,Clarke Sander/Polisher,45
ETL0848,Wet-Dry Vac,Leith,Leith,Bissell Carpet Washer,60
ETL0849,Extension Cords,Leith,Leith,Extension Lead,5
ETL0851,Files,Leith,Leith,Half-moon Rasp/File,5
ETL0852,Files,Leith,Leith,Large Square Edged File,
ETL0853,Files,Leith,Leith,Large Half Moon File,
ETL0854,Files,Leith,Leith,Large Square-Edged Rasp/File,5
ETL0855,Files,Leith,Leith,Square-Edged Rasp / File,5
ETL0856,Files,Leith,Leith,20mm Half-moon Rasp/File,5
ETL0857,Files,Leith,Leith,20mm Half-moon Rasp / File,5
ETL0858,Files,Leith,Leith,Mini Square Edged File,10
ETL0859,Files,Leith,Leith,Round File,4
ETL0860,Files,Leith,Leith,Round File,4
ETL0861,Files,Leith,Leith,Round File,4
ETL0862,Files,Leith,Leith,Round File,4
ETL0863,Files,Leith,Leith,Round File,4
ETL0864,Files,Leith,Leith,Square File,4
ETL0865,Files,Leith,Leith,Square-edged File,4
ETL0866,Files,Leith,Leith,Needle File Set,10
ETL0867,Files,Leith,Leith,Half moon/half rounded File,4
ETL0868,Files,Portobello,Portobello,Square Edged File,4
ETL0869,Files,Leith,Leith,Square Edged File,4
ETL0870,Screwdriver Sets,Leith,Leith,Bradawl,10
ETL0871,Wood Chisel,Leith,Leith,10mm Wood chisel,20
ETL0872,Wood Chisel,Leith,Leith,2.5mm Fine Wood chisel,20
ETL0873,Compressors,Leith,Leith,Airmaster Tiger Air Compressor,150
ETL0874,Allen Wrench Sets,Portobello,Portobello,Allen Keys,15
ETL0875,Stud finder,Leith,Leith,Stanley Intellisensor Pro Stud finder,20
ETL0876,Bar Clamps,Leith,Leith,Spring clamps (set of 4),10
ETL0877,Bar Clamps,Leith,Leith,Micro G clamps (set of 2),10
ETL0878,Bar Clamps,Leith,Leith,Small table vice,10
ETL0879,Bar Clamps,Leith,Leith,4 Corner clamps,10
ETL0880,Bar Clamps,Leith,Leith,Speed clamp - Set of 2,10
ETL0882,Squares,Leith,Leith,Adjustable tri square,5
ETL0883,Bottom Bracket Tools,Leith,Leith,Bottom Bracket Removing Tool,15
ETL0884,Bar Clamps,Leith,Leith,G clamp,10
ETL0885,Bar Clamps,Leith,Leith,G clamp,10
ETL0886,Bar Clamps,Leith,Leith,G clamp set of 4,10
ETL0887,Hack saw,Leith,Leith,Small Hacksaw,7
ETL0888,Hack saw,Leith,Leith,Small Hacksaw,7
ETL0889,Hack saw,Leith,Leith,Small Hacksaw,7
ETL0890,Hack saw,Leith,Leith,Junior Hacksaw,7
ETL0891,Hack saw,Leith,Leith,Hack saw,7
ETL0892,Hack saw,Leith,Leith,Bush saw,7
ETL0893,Saws,Leith,Leith,Tile Saw,
ETL0894,Testers (hand held),Leith,Leith,Stud finder,20
ETL0895,Miscellaneous Furniture,Leith,Leith,Portable Work bench,110
ETL0896,Socket Sets,Leith,Leith,Ratchet Socket set,20
ETL0897,Hammer Drills,Leith,Leith,Power Devil corded hammer drill,80
ETL0898,Hammer Drills,Leith,Leith,Black & Decker corded hammer drill,80
ETL0899,Cordless Drills,Portobello,Portobello,Electric Screwdriver,20
ETL0900,Finishing Power Sanders,Leith,Leith,Belt Sander,45
ETL0901,Socket Sets,Portobello,Portobello,Ratchet Socket Set,5
ETL0902,Power Planer,Leith,Leith,Black & Decker Electric Plane,45
ETL0903,Misc,Leith,Leith,Laminate Cutter,
ETL0906,Jig Saws,Leith,Leith,Black and decker jigsaw,40
ETL0907,Finishing Power Sanders,Portobello,Portobello,Finishing Sander,45
ETL0908,Cordless Drills,Leith,Leith,Cordless drill,25
ETL0909,Cordless Drills,Leith,Leith,Cordless drill,25
ETL0910,Hammer Drills,Leith,Leith,Corded hammer drill,80
ETL0911,Levels,Leith,Leith,Self-levelling Laser level,110
ETL0912,Testers (hand held),Portobello,Portobello,"Combined Metal, Voltage and Stud Detector",20
ETL0913,Socket Sets,Leith,Leith,Ratcheting Socket Set,
ETL0914,Power Saws,Leith,Leith,Chop saw,50
ETL0915,Power Saws,Leith,Leith,Mini Chop saw,50
ETL0916,Carpet Kicker,Leith,Leith,Carpet Kicker,
ETL0917,Pipe Cutters,Leith,Leith,Pipe Bender,
ETL0918,Circular Saws,Leith,Leith,Corded circular saw,60
ETL0919,Circular Saws,Leith,Leith,Corded circular saw,60
ETL0920,Jig Saws,Leith,Leith,Reciprocating saw,80
ETL0921,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,30
ETL0923,Finishing Power Sanders,Leith,Leith,Bosch Power Sander,30
ETL0924,Rotary Tools,Portobello,Portobello,Rotary tool,57
ETL0925,Angle Grinders,Leith,Leith,Black & Decker Small Angle Grinder,54
ETL0928,Saw Horses,Leith,Leith,Set 2 Heavy Duty Trestles,
ETL0929,Reciprocating Saw,Leith,Leith,Reciprocating Saw,140
ETL0930,Jack Stands,Leith,Leith,3 tonne Axle stands,30
ETL0931,Distance Meters,Leith,Leith,Micrometer,
ETL0932,Drills,Leith,Leith,Mitre Box,5
ETL0933,Spade Shovel,Leith,Leith,Garden spade,5
ETL0934,Post Hole Digger,Leith,Leith,Post Spade,
ETL0935,Spade Shovel,Portobello,Portobello,Garden Spade,5
ETL0936,Spade Shovel,Portobello,Portobello,Garden Spade,5
ETL0937,Spade Shovel,Leith,Leith,Small Garden Spade,5
ETL0938,Levels,Leith,Leith,Magnetic Spirit Level,10
ETL0939,Saws,Leith,Leith,Hand saw,
ETL0940,Table Saws,Leith,Leith,Macallister Table Saw,67
ETL0941,Bar Clamps,Leith,Leith,G clamp set of 2,10
ETL0942,Bar Clamps,Leith,Leith,G clamp set of 2,10
ETL0943,Bar Clamps,Leith,Leith,Small G clamp,10
ETL0944,Jig Saws,Leith,Leith,Parkside Jigsaw,40
ETL0945,Pipe Wrenches,Leith,Leith,Size 14 Pipe Wrench,
ETL0946,"Bits, Drivers and Accessories",Leith,Leith,BOSCH X50Ti Drill Bit Set,
ETL0947,Hack saw,Leith,Leith,"HACK SAW 12""",
ETL0948,Trowel,Leith,Leith,Trowel,
ETL0949,Staple Gun,Leith,Portobello,STAPLE GUN (4 WAY),15
ETL0950,Scrapers,Leith,Leith,POLYCELL SMART /SMOOTHER SCRAPER APPLICATOR,
ETL0951,Scrapers,Leith,Leith,POLYCELL SMART /SMOOTHER SCRAPER APPLICATOR,
ETL0952,Staple Gun,Leith,Leith,Staple Gun,
ETL0953,Hoes,Leith,Leith,Garden hoe,5
ETL0954,Hoes,Leith,Leith,Garden hoe,5
ETL0955,Hoes,Leith,Leith,Spud Hoe,5
ETL0956,Spade Shovel,Leith,Leith,Garden Spade,5
ETL0957,Rubber Mallets,Leith,Leith,Wooden mallet,8
ETL0958,Wheelbarrow,Leith,Leith,Wheelbarrow,
ETL0959,Saws,Leith,Leith,Sandvik Hand saw,
ETL0960,Pipe Cutters,Leith,Leith,Adjustable Pipe Cutter,15
ETL0961,Metal Garden Rake,Leith,Leith,Garden rake,8
ETL0962,String Trimmer,Leith,Leith,Black & Decker Reflex Plus Strimmer,40
ETL0963,Miscellaneous Furniture,Leith,Leith,Pasting Table,20
ETL0964,Finishing Power Sanders,Leith,Leith,Detail Sander,57
ETL0965,Levels,Leith,Leith,60cm Spirit Level,10
ETL0966,Linoleum Knives,Leith,Leith,Stanley knife,4
ETL0967,Electric Mixers & Dispensers,Leith,Leith,Mixing Paddle,
ETL0969,Wood Clamp,Leith,Leith,Wooden Clamp - Set of 2,
ETL0970,Lawn Mower,Leith,Leith,Push Mower,
ETL0971,Allen Wrench Sets,Leith,Leith,Radiator key,1
ETL0972,Jig Saws,Portobello,Portobello,Jigsaw,40
ETL0973,Bike Tools,Leith,Leith,Bicycle Floor Pump,
ETL0974,Drill Bits,Leith,Leith,Forstner Bit Set,8
ETL0975,Pressure Washers,Leith,Leith,Waxoyl Pressure Sprayer,
ETL0976,Extension Cords,Leith,Leith,Extension cable,3.99
ETL0977,Soldering & Heat Guns,Leith,Leith,Soldering iron,5
ETL0978,Automotive Trickle Chargers,Leith,Leith,6 amp 12 V Battery Charger,
ETL0979,Pipe Wrenches,Leith,Leith,Large pipe wrench,8
ETL0981,Planes,Leith,Leith,Shoulder plane,5
ETL0982,Saws,Leith,Leith,Mitre box,
ETL0983,Saws,Leith,Leith,Hand saw,
ETL0984,Hand Pruner,Leith,Leith,Garden Secateurs,
ETL0985,Finishing Power Sanders,Portobello,Portobello,Belt Sander,45
ETL0986,Hand Tile Cutter,Portobello,Portobello,Tile cutter,10
ETL0987,Mixed Wrench Sets,Leith,Leith,Socket and Spanner Set,25
ETL0988,Circular Saws,Portobello,Portobello,Corded circular saw,60
ETL0989,Cordless Drills,Portobello,Portobello,Electric Screwdriver,25
ETL0990,Routers,Portobello,Portobello,Plunge Router,80
ETL0991,Soldering & Heat Guns,Leith,Leith,Heat Gun,25
ETL0992,Levels,Portobello,Portobello,60cm Spirit Level,10
ETL0993,Levels,Portobello,Portobello,60cm Spirit Level,10
ETL0994,Open End Wrench,Portobello,Portobello,Metric Combo Spanner Set,20
ETL0995,Crescent Wrench,Portobello,Portobello,"Adjustable Crescent Spanner 15""",
ETL0996,Bar Clamps,Portobello,Portobello,G Clamp,10
ETL0997,Bar Clamps,Portobello,Portobello,G Clamp,10
ETL0998,Open End Wrench,Portobello,Portobello,Metric Combo Spanner Set,20
ETL0999,Hot Glue Gun,Portobello,Leith,Glue Gun,
ETL1000,Tenon Saws,Portobello,Portobello,Tenon Saw,2
ETL1001,Levels,Portobello,Portobello,60cm Spirit Level,10
ETL1002,Back Saw,Portobello,Leith,Panel Saw,5
ETL1003,Misc,Leith,Leith,Mitre Box,
ETL1004,Saws,Portobello,Portobello,Back Saw,30
ETL1005,Saws,Portobello,Portobello,Panel Saw,20
ETL1006,Saws,Portobello,Portobello,Panel Saw,20
ETL1007,Saws,Portobello,Portobello,Hardpoint Saw,20
ETL1008,Saws,Portobello,Portobello,,20
ETL1009,Saws,Portobello,Portobello,Rip Saw,20
ETL1010,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,50
ETL1011,Claw Hammers,Portobello,Portobello,Claw Hammer,5
ETL1012,Claw Hammers,Portobello,Portobello,Claw Hammer,5
ETL1013,Claw Hammers,Portobello,Portobello,Claw Hammer,5
ETL1014,Claw Hammers,Portobello,Portobello,Claw Hammer,5
ETL1015,Ball Peen Hammers,Portobello,Portobello,Ball Pein Hammer,4
ETL1016,Finishing Power Sanders,Leith,Leith,Black and Decker Power Sander,30
ETL1017,Finishing Power Sanders,Leith,Leith,Black and Decker Orbital Power Sander,30
ETL1018,Finishing Power Sanders,Leith,Leith,Palm Sander,57
ETL1019,Jig Saws,Portobello,Portobello,Jigsaw,40
ETL1020,Jig Saws,Portobello,Portobello,Jigsaw,40
ETL1021,Jig Saws,Portobello,Leith,Jigsaw,40
ETL1022,Heat Gun,Portobello,Portobello,Heat gun,45
ETL1023,Power Planer,Portobello,Portobello,Electric Planer,45
ETL1024,Crescent Wrench,Portobello,Portobello,Torque Wrench,3
ETL1025,Cordless Drills,Portobello,Portobello,Cordless Drill Driver,
ETL1026,Power Planer,Portobello,Portobello,Electric Planer,45
ETL1027,Routers,Portobello,Portobello,Small Plunge Router,80
ETL1028,Power Saws,Leith,Leith,Small Mitre Saw,50
ETL1029,Routers,Leith,Leith,Router table and electric router,80
ETL1030,Utility Wagon,Leith,Leith,Small trolley,30
ETL1031,Crow Bars,Leith,Leith,Pallet Breaker,25
ETL1033,Drill Bits,Leith,Leith,Screw Extractor,
ETL1034,Welders,Portobello,Portobello,Stick Welder,
ETL1035,Garden Tools,Portobello,Portobello,Hedge Trimmer,
ETL1036,Angle Grinders,Portobello,Portobello,Angle grinder,
ETL1037,Circular Saws,Portobello,Portobello,Corded circular saw,60
ETL1038,Power Tools,Portobello,Portobello,Electric Grout Remover,
ETL1039,Power Planer,Leith,Leith,Electric Planer,45
ETL1040,Staple Guns,Leith,Portobello,Nail-Staple Gun,
ETL1041,Wet Tile Saws,Portobello,Portobello,Wet tile saw,
ETL1042,Power Saws,Portobello,Portobello,Reciprocating Saw,
ETL1043,Cordless Drills,Portobello,Portobello,Makita cordless drill driver,
ETL1044,Electric Hedge Trimmer,Leith,Portobello,Hedge Trimmer,
ETL1045,Electric Hedge Trimmer,Leith,Leith,Hedge Trimmer,
ETL1046,Heat Gun,Leith,Leith,Heat Gun,
ETL1047,Hammer Drills,Portobello,Portobello,Electric Hammer Drill,
ETL1048,Sanders,Portobello,Portobello,Orbital Sander,
ETL1049,Power Planer,Portobello,Leith,Electric Planer,45
ETL1050,Routers,Leith,Leith,Plunge Router,
ETL1051,Sanders,Portobello,Portobello,Detail Sander,
ETL1052,Hammer Drills,Portobello,Portobello,Hammer Drill (corded),
ETL1053,Jig Saws,Portobello,Portobello,Jigsaw,
